date,mode,ridership
2022-07-30,KTM,108412
2022-07-31,Bus,135319
2022-07-31,LRT,191100
2022-07-31,MRT,119078
2022-07-31,Monorail,27455
2022-07-31,KTM,97803
2022-08-01,Bus,199031
2022-08-01,LRT,313947
2022-08-01,MRT,195941
2022-08-01,Monorail,42938
2022-08-01,KTM,156731
2022-08-02,Bus,210308
2022-08-02,LRT,311156
2022-08-02,MRT,176127
2022-08-02,Monorail,44043
2022-08-02,KTM,157518
2022-08-03,Bus,210012
2022-08-03,LRT,312765
2022-08-03,MRT,189781
2022-08-03,Monorail,41016
2022-08-03,KTM,154260
2022-08-04,Bus,211153
2022-08-04,LRT,302212
2022-08-04,MRT,197314
2022-08-04,Monorail,44535
2022-08-04,KTM,152524
2022-08-05,Bus,207616
2022-08-05,LRT,317010
2022-08-05,MRT,194795
2022-08-05,Monorail,43592
2022-08-05,KTM,155544
2022-08-06,Bus,155912
2022-08-06,LRT,217904
2022-08-06,MRT,151800
2022-08-06,Monorail,31389
2022-08-06,KTM,108457
2022-08-07,Bus,137415
2022-08-07,LRT,203315
2022-08-07,MRT,130838
2022-08-07,Monorail,29936
2022-08-07,KTM,95448
2022-08-08,Bus,219166
2022-08-08,LRT,308325
2022-08-08,MRT,192533
2022-08-08,Monorail,42639
2022-08-08,KTM,146911
2022-08-09,Bus,203386
2022-08-09,LRT,308188
2022-08-09,MRT,192513
2022-08-09,Monorail,43794
2022-08-09,KTM,157950
2022-08-10,Bus,210315
2022-08-10,LRT,304739
2022-08-10,MRT,187347
2022-08-10,Monorail,43404
2022-08-10,KTM,151642
2022-08-11,Bus,204113
2022-08-11,LRT,300832
2022-08-11,MRT,187600
2022-08-11,Monorail,43558
2022-08-11,KTM,155532
2022-08-12,Bus,216360
2022-08-12,LRT,294130
2022-08-12,MRT,188454
2022-08-12,Monorail,46792
2022-08-12,KTM,149102
2022-08-13,Bus,152736
2022-08-13,LRT,218594
2022-08-13,MRT,136647
2022-08-13,Monorail,31233
2022-08-13,KTM,114530
2022-08-14,Bus,129797
2022-08-14,LRT,192768
2022-08-14,MRT,114967
2022-08-14,Monorail,25899
2022-08-14,KTM,101072
2022-08-15,Bus,210839
2022-08-15,LRT,288588
2022-08-15,MRT,191628
2022-08-15,Monorail,46225
2022-08-15,KTM,157343
2022-08-16,Bus,202892
2022-08-16,LRT,313778
2022-08-16,MRT,200814
2022-08-16,Monorail,42741
2022-08-16,KTM,149233
2022-08-17,Bus,216393
2022-08-17,LRT,284444
2022-08-17,MRT,199556
2022-08-17,Monorail,40665
2022-08-17,KTM,159676
2022-08-18,Bus,214907
2022-08-18,LRT,296014
2022-08-18,MRT,187893
2022-08-18,Monorail,42047
2022-08-18,KTM,161171
2022-08-19,Bus,214886
2022-08-19,LRT,307623
2022-08-19,MRT,200382
2022-08-19,Monorail,41238
2022-08-19,KTM,154809
2022-08-20,Bus,141471
2022-08-20,LRT,216988
2022-08-20,MRT,144685
2022-08-20,Monorail,28249
2022-08-20,KTM,112025
2022-08-21,Bus,135255
2022-08-21,LRT,186368
2022-08-21,MRT,119842
2022-08-21,Monorail,26224
2022-08-21,KTM,88370
2022-08-22,Bus,216804
2022-08-22,LRT,305037
2022-08-22,MRT,189985
2022-08-22,Monorail,43122
2022-08-22,KTM,154464
2022-08-23,Bus,201106
2022-08-23,LRT,299199
2022-08-23,MRT,191686
2022-08-23,Monorail,45123
2022-08-23,KTM,160220
2022-08-24,Bus,207646
2022-08-24,LRT,303065
2022-08-24,MRT,198839
2022-08-24,Monorail,44244
2022-08-24,KTM,159833
2022-08-25,Bus,218328
2022-08-25,LRT,307997
2022-08-25,MRT,193771
2022-08-25,Monorail,44173
2022-08-25,KTM,156865
2022-08-26,Bus,212881
2022-08-26,LRT,297915
2022-08-26,MRT,189175
2022-08-26,Monorail,41814
2022-08-26,KTM,166130
2022-08-27,Bus,152672
2022-08-27,LRT,226364
2022-08-27,MRT,132314
2022-08-27,Monorail,32552
2022-08-27,KTM,119617
2022-08-28,Bus,137581
2022-08-28,LRT,191146
2022-08-28,MRT,120019
2022-08-28,Monorail,29039
2022-08-28,KTM,89016
2022-08-29,Bus,213500
2022-08-29,LRT,301370
2022-08-29,MRT,197489
2022-08-29,Monorail,43884
2022-08-29,KTM,157554
2022-08-30,Bus,213055
2022-08-30,LRT,318872
2022-08-30,MRT,189586
2022-08-30,Monorail,43933
2022-08-30,KTM,149424
2022-08-31,Bus,222332
2022-08-31,LRT,304461
2022-08-31,MRT,180676
2022-08-31,Monorail,41240
2022-08-31,KTM,159819
2022-09-01,Bus,208193
2022-09-01,LRT,302718
2022-09-01,MRT,202391
2022-09-01,Monorail,45407
2022-09-01,KTM,153120
2022-09-02,Bus,211489
2022-09-02,LRT,301363
2022-09-02,MRT,202406
2022-09-02,Monorail,46574
2022-09-02,KTM,146072
2022-09-03,Bus,157210
2022-09-03,LRT,217196
2022-09-03,MRT,130336
2022-09-03,Monorail,32004
2022-09-03,KTM,120460
2022-09-04,Bus,132930
2022-09-04,LRT,190893
2022-09-04,MRT,132926
2022-09-04,Monorail,26169
2022-09-04,KTM,96670
2022-09-05,Bus,212980
2022-09-05,LRT,309318
2022-09-05,MRT,194345
2022-09-05,Monorail,43489
2022-09-05,KTM,162272
2022-09-06,Bus,210727
2022-09-06,LRT,305823
2022-09-06,MRT,198107
2022-09-06,Monorail,43083
2022-09-06,KTM,150649
2022-09-07,Bus,226658
2022-09-07,LRT,305387
2022-09-07,MRT,203037
2022-09-07,Monorail,43187
2022-09-07,KTM,153256
2022-09-08,Bus,216824
2022-09-08,LRT,298453
2022-09-08,MRT,206829
2022-09-08,Monorail,44809
2022-09-08,KTM,158825
2022-09-09,Bus,211338
2022-09-09,LRT,298999
2022-09-09,MRT,201734
2022-09-09,Monorail,44229
2022-09-09,KTM,168819
2022-09-10,Bus,156288
2022-09-10,LRT,219538
2022-09-10,MRT,143365
2022-09-10,Monorail,33135
2022-09-10,KTM,114192
2022-09-11,Bus,130855
2022-09-11,LRT,196510
2022-09-11,MRT,111401
2022-09-11,Monorail,27750
2022-09-11,KTM,105878
2022-09-12,Bus,211643
2022-09-12,LRT,312299
2022-09-12,MRT,187455
2022-09-12,Monorail,42431
2022-09-12,KTM,159265
2022-09-13,Bus,216667
2022-09-13,LRT,316231
2022-09-13,MRT,196810
2022-09-13,Monorail,43024
2022-09-13,KTM,155761
2022-09-14,Bus,205291
2022-09-14,LRT,310210
2022-09-14,MRT,205893
2022-09-14,Monorail,42936
2022-09-14,KTM,172811
2022-09-15,Bus,217131
2022-09-15,LRT,310376
2022-09-15,MRT,191951
2022-09-15,Monorail,43550
2022-09-15,KTM,161467
2022-09-16,Bus,221994
2022-09-16,LRT,326237
2022-09-16,MRT,195580
2022-09-16,Monorail,46731
2022-09-16,KTM,160651
2022-09-17,Bus,152543
2022-09-17,LRT,222793
2022-09-17,MRT,135645
2022-09-17,Monorail,34716
2022-09-17,KTM,119114
2022-09-18,Bus,136705
2022-09-18,LRT,196799
2022-09-18,MRT,114868
2022-09-18,Monorail,28548
2022-09-18,KTM,94693
2022-09-19,Bus,213269
2022-09-19,LRT,307325
2022-09-19,MRT,204824
2022-09-19,Monorail,44093
2022-09-19,KTM,156635
2022-09-20,Bus,210670
2022-09-20,LRT,324814
2022-09-20,MRT,201072
2022-09-20,Monorail,41740
2022-09-20,KTM,158724
2022-09-21,Bus,210707
2022-09-21,LRT,310524
2022-09-21,MRT,196083
2022-09-21,Monorail,44285
2022-09-21,KTM,162475
2022-09-22,Bus,215507
2022-09-22,LRT,302636
2022-09-22,MRT,215509
2022-09-22,Monorail,42686
2022-09-22,KTM,149756
2022-09-23,Bus,222620
2022-09-23,LRT,317068
2022-09-23,MRT,187371
2022-09-23,Monorail,46573
2022-09-23,KTM,160876
2022-09-24,Bus,147620
2022-09-24,LRT,217547
2022-09-24,MRT,146268
2022-09-24,Monorail,29099
2022-09-24,KTM,115484
2022-09-25,Bus,137455
2022-09-25,LRT,194948
2022-09-25,MRT,118418
2022-09-25,Monorail,27895
2022-09-25,KTM,89762
2022-09-26,Bus,217440
2022-09-26,LRT,314869
2022-09-26,MRT,196055
2022-09-26,Monorail,42620
2022-09-26,KTM,156161
2022-09-27,Bus,213223
2022-09-27,LRT,309715
2022-09-27,MRT,201179
2022-09-27,Monorail,44022
2022-09-27,KTM,163149
2022-09-28,Bus,218550
2022-09-28,LRT,315616
2022-09-28,MRT,199896
2022-09-28,Monorail,45121
2022-09-28,KTM,149954
2022-09-29,Bus,229295
2022-09-29,LRT,298919
2022-09-29,MRT,195190
2022-09-29,Monorail,45710
2022-09-29,KTM,166408
2022-09-30,Bus,213931
2022-09-30,LRT,308671
2022-09-30,MRT,197040
2022-09-30,Monorail,43999
2022-09-30,KTM,161638
2022-10-01,Bus,163208
2022-10-01,LRT,223814
2022-10-01,MRT,146459
2022-10-01,Monorail,33312
2022-10-01,KTM,115826
2022-10-02,Bus,127778
2022-10-02,LRT,214998
2022-10-02,MRT,117610
2022-10-02,Monorail,26591
2022-10-02,KTM,102849
2022-10-03,Bus,221355
2022-10-03,LRT,313339
2022-10-03,MRT,202567
2022-10-03,Monorail,45012
2022-10-03,KTM,155743
2022-10-04,Bus,219491
2022-10-04,LRT,310451
2022-10-04,MRT,206488
2022-10-04,Monorail,46245
2022-10-04,KTM,157023
2022-10-05,Bus,214240
2022-10-05,LRT,308033
2022-10-05,MRT,203492
2022-10-05,Monorail,45197
2022-10-05,KTM,163533
2022-10-06,Bus,219076
2022-10-06,LRT,327041
2022-10-06,MRT,202101
2022-10-06,Monorail,43843
2022-10-06,KTM,161236
2022-10-07,Bus,216623
2022-10-07,LRT,311828
2022-10-07,MRT,199435
2022-10-07,Monorail,44267
2022-10-07,KTM,162647
2022-10-08,Bus,158098
2022-10-08,LRT,219790
2022-10-08,MRT,152739
2022-10-08,Monorail,33836
2022-10-08,KTM,113178
2022-10-09,Bus,137273
2022-10-09,LRT,201284
2022-10-09,MRT,130281
2022-10-09,Monorail,26008
2022-10-09,KTM,103317
2022-10-10,Bus,216350
2022-10-10,LRT,313460
2022-10-10,MRT,215318
2022-10-10,Monorail,43280
2022-10-10,KTM,163605
2022-10-11,Bus,220899
2022-10-11,LRT,324918
2022-10-11,MRT,206760
2022-10-11,Monorail,45778
2022-10-11,KTM,153337
2022-10-12,Bus,231853
2022-10-12,LRT,310820
2022-10-12,MRT,214260
2022-10-12,Monorail,44141
2022-10-12,KTM,162828
2022-10-13,Bus,204927
2022-10-13,LRT,313732
2022-10-13,MRT,198095
2022-10-13,Monorail,42547
2022-10-13,KTM,157325
2022-10-14,Bus,218506
2022-10-14,LRT,317710
2022-10-14,MRT,197493
2022-10-14,Monorail,47059
2022-10-14,KTM,152149
2022-10-15,Bus,155230
2022-10-15,LRT,239270
2022-10-15,MRT,152819
2022-10-15,Monorail,30590
2022-10-15,KTM,112705
2022-10-16,Bus,129715
2022-10-16,LRT,206532
2022-10-16,MRT,136216
2022-10-16,Monorail,27554
2022-10-16,KTM,115853
2022-10-17,Bus,226738
2022-10-17,LRT,329366
2022-10-17,MRT,200548
2022-10-17,Monorail,43996
2022-10-17,KTM,164304
2022-10-18,Bus,228714
2022-10-18,LRT,320288
2022-10-18,MRT,198807
2022-10-18,Monorail,44541
2022-10-18,KTM,171159
2022-10-19,Bus,210694
2022-10-19,LRT,305825
2022-10-19,MRT,200019
2022-10-19,Monorail,43633
2022-10-19,KTM,165433
2022-10-20,Bus,218741
2022-10-20,LRT,318459
2022-10-20,MRT,197592
2022-10-20,Monorail,46221
2022-10-20,KTM,162413
2022-10-21,Bus,218471
2022-10-21,LRT,323126
2022-10-21,MRT,214433
2022-10-21,Monorail,45288
2022-10-21,KTM,162070
2022-10-22,Bus,155501
2022-10-22,LRT,213263
2022-10-22,MRT,155952
2022-10-22,Monorail,34076
2022-10-22,KTM,112821
2022-10-23,Bus,138247
2022-10-23,LRT,184971
2022-10-23,MRT,124035
2022-10-23,Monorail,27035
2022-10-23,KTM,104284
2022-10-24,Bus,221305
2022-10-24,LRT,325377
2022-10-24,MRT,193601
2022-10-24,Monorail,48620
2022-10-24,KTM,165585
2022-10-25,Bus,220887
2022-10-25,LRT,335063
2022-10-25,MRT,201050
2022-10-25,Monorail,42198
2022-10-25,KTM,170298
2022-10-26,Bus,217574
2022-10-26,LRT,303716
2022-10-26,MRT,198908
2022-10-26,Monorail,42743
2022-10-26,KTM,170506
2022-10-27,Bus,235752
2022-10-27,LRT,321719
2022-10-27,MRT,202530
2022-10-27,Monorail,48116
2022-10-27,KTM,162963
2022-10-28,Bus,222605
2022-10-28,LRT,314692
2022-10-28,MRT,213218
2022-10-28,Monorail,46106
2022-10-28,KTM,173965
2022-10-29,Bus,159469
2022-10-29,LRT,227766
2022-10-29,MRT,144684
2022-10-29,Monorail,33222
2022-10-29,KTM,120497
2022-10-30,Bus,136954
2022-10-30,LRT,202745
2022-10-30,MRT,144602
2022-10-30,Monorail,28850
2022-10-30,KTM,107630
2022-10-31,Bus,218040
2022-10-31,LRT,307695
2022-10-31,MRT,200579
2022-10-31,Monorail,46371
2022-10-31,KTM,167623
2022-11-01,Bus,227960
2022-11-01,LRT,316386
2022-11-01,MRT,199448
2022-11-01,Monorail,46316
2022-11-01,KTM,163777
2022-11-02,Bus,220094
2022-11-02,LRT,321558
2022-11-02,MRT,221148
2022-11-02,Monorail,44330
2022-11-02,KTM,161022
2022-11-03,Bus,223395
2022-11-03,LRT,321440
2022-11-03,MRT,213079
2022-11-03,Monorail,47221
2022-11-03,KTM,160297
2022-11-04,Bus,222766
2022-11-04,LRT,314796
2022-11-04,MRT,210847
2022-11-04,Monorail,47008
2022-11-04,KTM,166381
2022-11-05,Bus,158650
2022-11-05,LRT,239912
2022-11-05,MRT,150983
2022-11-05,Monorail,35398
2022-11-05,KTM,121050
2022-11-06,Bus,146252
2022-11-06,LRT,195998
2022-11-06,MRT,132479
2022-11-06,Monorail,31361
2022-11-06,KTM,97476
2022-11-07,Bus,224121
2022-11-07,LRT,322806
2022-11-07,MRT,208771
2022-11-07,Monorail,46601
2022-11-07,KTM,172230
2022-11-08,Bus,234662
2022-11-08,LRT,327537
2022-11-08,MRT,198661
2022-11-08,Monorail,44150
2022-11-08,KTM,171602
2022-11-09,Bus,222874
2022-11-09,LRT,323453
2022-11-09,MRT,194775
2022-11-09,Monorail,48989
2022-11-09,KTM,164512
2022-11-10,Bus,234451
2022-11-10,LRT,339089
2022-11-10,MRT,204822
2022-11-10,Monorail,44568
2022-11-10,KTM,160689
2022-11-11,Bus,222715
2022-11-11,LRT,321476
2022-11-11,MRT,221052
2022-11-11,Monorail,46779
2022-11-11,KTM,165361
2022-11-12,Bus,174164
2022-11-12,LRT,223628
2022-11-12,MRT,162609
2022-11-12,Monorail,32912
2022-11-12,KTM,112134
2022-11-13,Bus,132169
2022-11-13,LRT,201378
2022-11-13,MRT,131908
2022-11-13,Monorail,28033
2022-11-13,KTM,109613
2022-11-14,Bus,232333
2022-11-14,LRT,324949
2022-11-14,MRT,209091
2022-11-14,Monorail,47590
2022-11-14,KTM,161262
2022-11-15,Bus,237289
2022-11-15,LRT,317284
2022-11-15,MRT,215165
2022-11-15,Monorail,46803
2022-11-15,KTM,158315
2022-11-16,Bus,227396
2022-11-16,LRT,316876
2022-11-16,MRT,214423
2022-11-16,Monorail,47278
2022-11-16,KTM,172778
2022-11-17,Bus,240728
2022-11-17,LRT,326054
2022-11-17,MRT,211764
2022-11-17,Monorail,45197
2022-11-17,KTM,171436
2022-11-18,Bus,231755
2022-11-18,LRT,324919
2022-11-18,MRT,197039
2022-11-18,Monorail,46269
2022-11-18,KTM,166074
2022-11-19,Bus,169880
2022-11-19,LRT,224349
2022-11-19,MRT,173724
2022-11-19,Monorail,32316
2022-11-19,KTM,122131
2022-11-20,Bus,138658
2022-11-20,LRT,210849
2022-11-20,MRT,140198
2022-11-20,Monorail,28598
2022-11-20,KTM,111250
2022-11-21,Bus,224949
2022-11-21,LRT,323463
2022-11-21,MRT,208796
2022-11-21,Monorail,46495
2022-11-21,KTM,168809
2022-11-22,Bus,224748
2022-11-22,LRT,350185
2022-11-22,MRT,209872
2022-11-22,Monorail,49681
2022-11-22,KTM,160952
2022-11-23,Bus,227198
2022-11-23,LRT,328910
2022-11-23,MRT,222292
2022-11-23,Monorail,46365
2022-11-23,KTM,171973
2022-11-24,Bus,236362
2022-11-24,LRT,326295
2022-11-24,MRT,214255
2022-11-24,Monorail,43428
2022-11-24,KTM,166926
2022-11-25,Bus,224951
2022-11-25,LRT,324384
2022-11-25,MRT,215409
2022-11-25,Monorail,49106
2022-11-25,KTM,174015
2022-11-26,Bus,161164
2022-11-26,LRT,221225
2022-11-26,MRT,155071
2022-11-26,Monorail,34503
2022-11-26,KTM,115535
2022-11-27,Bus,152533
2022-11-27,LRT,202056
2022-11-27,MRT,131737
2022-11-27,Monorail,28913
2022-11-27,KTM,102230
2022-11-28,Bus,236445
2022-11-28,LRT,329355
2022-11-28,MRT,214809
2022-11-28,Monorail,46322
2022-11-28,KTM,169231
2022-11-29,Bus,231057
2022-11-29,LRT,340499
2022-11-29,MRT,218343
2022-11-29,Monorail,45556
2022-11-29,KTM,164278
2022-11-30,Bus,227255
2022-11-30,LRT,322239
2022-11-30,MRT,216229
2022-11-30,Monorail,50219
2022-11-30,KTM,159055
2022-12-01,Bus,231372
2022-12-01,LRT,333621
2022-12-01,MRT,218301
2022-12-01,Monorail,47379
2022-12-01,KTM,174549
2022-12-02,Bus,220784
2022-12-02,LRT,325442
2022-12-02,MRT,226471
2022-12-02,Monorail,44568
2022-12-02,KTM,176958
2022-12-03,Bus,165928
2022-12-03,LRT,243970
2022-12-03,MRT,148128
2022-12-03,Monorail,34650
2022-12-03,KTM,123906
2022-12-04,Bus,137508
2022-12-04,LRT,211167
2022-12-04,MRT,127867
2022-12-04,Monorail,31346
2022-12-04,KTM,110549
2022-12-05,Bus,240197
2022-12-05,LRT,343327
2022-12-05,MRT,217651
2022-12-05,Monorail,47749
2022-12-05,KTM,173657
2022-12-06,Bus,227874
2022-12-06,LRT,342364
2022-12-06,MRT,210198
2022-12-06,Monorail,46109
2022-12-06,KTM,172851
2022-12-07,Bus,233550
2022-12-07,LRT,339813
2022-12-07,MRT,214600
2022-12-07,Monorail,46018
2022-12-07,KTM,177237
2022-12-08,Bus,221149
2022-12-08,LRT,350980
2022-12-08,MRT,225761
2022-12-08,Monorail,46187
2022-12-08,KTM,175396
2022-12-09,Bus,227241
2022-12-09,LRT,335796
2022-12-09,MRT,215055
2022-12-09,Monorail,50140
2022-12-09,KTM,169416
2022-12-10,Bus,168753
2022-12-10,LRT,268327
2022-12-10,MRT,146753
2022-12-10,Monorail,34272
2022-12-10,KTM,124929
2022-12-11,Bus,141962
2022-12-11,LRT,202264
2022-12-11,MRT,132468
2022-12-11,Monorail,26959
2022-12-11,KTM,104649
2022-12-12,Bus,237687
2022-12-12,LRT,335618
2022-12-12,MRT,219426
2022-12-12,Monorail,48479
2022-12-12,KTM,165598
2022-12-13,Bus,234609
2022-12-13,LRT,346481
2022-12-13,MRT,221795
2022-12-13,Monorail,48143
2022-12-13,KTM,174863
2022-12-14,Bus,247289
2022-12-14,LRT,348520
2022-12-14,MRT,221938
2022-12-14,Monorail,47253
2022-12-14,KTM,165536
2022-12-15,Bus,233146
2022-12-15,LRT,346204
2022-12-15,MRT,224338
2022-12-15,Monorail,46393
2022-12-15,KTM,171365
2022-12-16,Bus,233216
2022-12-16,LRT,346418
2022-12-16,MRT,221999
2022-12-16,Monorail,46377
2022-12-16,KTM,185850
2022-12-17,Bus,175099
2022-12-17,LRT,226629
2022-12-17,MRT,153896
2022-12-17,Monorail,36392
2022-12-17,KTM,131117
2022-12-18,Bus,158207
2022-12-18,LRT,225115
2022-12-18,MRT,133557
2022-12-18,Monorail,30271
2022-12-18,KTM,105044
2022-12-19,Bus,230760
2022-12-19,LRT,339571
2022-12-19,MRT,214894
2022-12-19,Monorail,49005
2022-12-19,KTM,173149
2022-12-20,Bus,238955
2022-12-20,LRT,350330
2022-12-20,MRT,217848
2022-12-20,Monorail,48686
2022-12-20,KTM,174102
2022-12-21,Bus,238020
2022-12-21,LRT,335958
2022-12-21,MRT,222472
2022-12-21,Monorail,48873
2022-12-21,KTM,182028
2022-12-22,Bus,241062
2022-12-22,LRT,339045
2022-12-22,MRT,225627
2022-12-22,Monorail,47654
2022-12-22,KTM,172082
2022-12-23,Bus,235934
2022-12-23,LRT,341987
2022-12-23,MRT,228687
2022-12-23,Monorail,48129
2022-12-23,KTM,170258
2022-12-24,Bus,134164
2022-12-24,LRT,193868
2022-12-24,MRT,123142
2022-12-24,Monorail,28698
2022-12-24,KTM,99691
2022-12-25,Bus,120453
2022-12-25,LRT,168500
2022-12-25,MRT,112820
2022-12-25,Monorail,25252
2022-12-25,KTM,77634
2022-12-26,Bus,183968
2022-12-26,LRT,277757
2022-12-26,MRT,176556
2022-12-26,Monorail,36402
2022-12-26,KTM,135421
2022-12-27,Bus,253257
2022-12-27,LRT,332851
2022-12-27,MRT,226715
2022-12-27,Monorail,48345
2022-12-27,KTM,171412
2022-12-28,Bus,238479
2022-12-28,LRT,341856
2022-12-28,MRT,228516
2022-12-28,Monorail,50075
2022-12-28,KTM,175248
2022-12-29,Bus,245905
2022-12-29,LRT,343812
2022-12-29,MRT,221149
2022-12-29,Monorail,51798
2022-12-29,KTM,166437
2022-12-30,Bus,239894
2022-12-30,LRT,346478
2022-12-30,MRT,217638
2022-12-30,Monorail,51693
2022-12-30,KTM,177038
2022-12-31,Bus,178300
2022-12-31,LRT,259977
2022-12-31,MRT,158425
2022-12-31,Monorail,33935
2022-12-31,KTM,133714
2023-01-01,Bus,180844
2023-01-01,LRT,260399
2023-01-01,MRT,169789
2023-01-01,Monorail,39410
2023-01-01,KTM,127286
2023-01-02,Bus,285969
2023-01-02,LRT,412654
2023-01-02,MRT,271494
2023-01-02,Monorail,59726
2023-01-02,KTM,221189
2023-01-03,Bus,291650
2023-01-03,LRT,417517
2023-01-03,MRT,273648
2023-01-03,Monorail,61707
2023-01-03,KTM,218062
2023-01-04,Bus,305140
2023-01-04,LRT,439510
2023-01-04,MRT,267789
2023-01-04,Monorail,61266
2023-01-04,KTM,213991
2023-01-05,Bus,297778
2023-01-05,LRT,437667
2023-01-05,MRT,259134
2023-01-05,Monorail,57322
2023-01-05,KTM,225781
2023-01-06,Bus,290145
2023-01-06,LRT,388589
2023-01-06,MRT,285338
2023-01-06,Monorail,60918
2023-01-06,KTM,212539
2023-01-07,Bus,201385
2023-01-07,LRT,312435
2023-01-07,MRT,194536
2023-01-07,Monorail,45092
2023-01-07,KTM,161917
2023-01-08,Bus,172421
2023-01-08,LRT,265248
2023-01-08,MRT,168407
2023-01-08,Monorail,37137
2023-01-08,KTM,128334
2023-01-09,Bus,290925
2023-01-09,LRT,418520
2023-01-09,MRT,274063
2023-01-09,Monorail,59540
2023-01-09,KTM,221055
2023-01-10,Bus,295303
2023-01-10,LRT,422618
2023-01-10,MRT,289940
2023-01-10,Monorail,57013
2023-01-10,KTM,213805
2023-01-11,Bus,297784
2023-01-11,LRT,420504
2023-01-11,MRT,287310
2023-01-11,Monorail,61469
2023-01-11,KTM,211216
2023-01-12,Bus,300480
2023-01-12,LRT,424599
2023-01-12,MRT,266814
2023-01-12,Monorail,60601
2023-01-12,KTM,220268
2023-01-13,Bus,281763
2023-01-13,LRT,424416
2023-01-13,MRT,285757
2023-01-13,Monorail,58453
2023-01-13,KTM,210800
2023-01-14,Bus,219054
2023-01-14,LRT,314174
2023-01-14,MRT,197685
2023-01-14,Monorail,42787
2023-01-14,KTM,160901
2023-01-15,Bus,176239
2023-01-15,LRT,263487
2023-01-15,MRT,168851
2023-01-15,Monorail,37729
2023-01-15,KTM,125879
2023-01-16,Bus,310130
2023-01-16,LRT,417869
2023-01-16,MRT,275328
2023-01-16,Monorail,59335
2023-01-16,KTM,218823
2023-01-17,Bus,296754
2023-01-17,LRT,441734
2023-01-17,MRT,271517
2023-01-17,Monorail,60486
2023-01-17,KTM,218397
2023-01-18,Bus,294586
2023-01-18,LRT,415832
2023-01-18,MRT,271897
2023-01-18,Monorail,57126
2023-01-18,KTM,217228
2023-01-19,Bus,307028
2023-01-19,LRT,419981
2023-01-19,MRT,284839
2023-01-19,Monorail,63226
2023-01-19,KTM,222814
2023-01-20,Bus,295295
2023-01-20,LRT,422405
2023-01-20,MRT,277568
2023-01-20,Monorail,60682
2023-01-20,KTM,209427
2023-01-21,Bus,220857
2023-01-21,LRT,328602
2023-01-21,MRT,206804
2023-01-21,Monorail,41566
2023-01-21,KTM,156383
2023-01-22,Bus,181207
2023-01-22,LRT,263397
2023-01-22,MRT,177192
2023-01-22,Monorail,32877
2023-01-22,KTM,128023
2023-01-23,Bus,301126
2023-01-23,LRT,404970
2023-01-23,MRT,285712
2023-01-23,Monorail,62827
2023-01-23,KTM,214232
2023-01-24,Bus,297299
2023-01-24,LRT,434091
2023-01-24,MRT,268326
2023-01-24,Monorail,61964
2023-01-24,KTM,211771
2023-01-25,Bus,300168
2023-01-25,LRT,432205
2023-01-25,MRT,270537
2023-01-25,Monorail,61342
2023-01-25,KTM,215827
2023-01-26,Bus,307751
2023-01-26,LRT,438964
2023-01-26,MRT,285832
2023-01-26,Monorail,62670
2023-01-26,KTM,214805
2023-01-27,Bus,290003
2023-01-27,LRT,448448
2023-01-27,MRT,270939
2023-01-27,Monorail,62720
2023-01-27,KTM,224854
2023-01-28,Bus,148779
2023-01-28,LRT,223267
2023-01-28,MRT,143210
2023-01-28,Monorail,31057
2023-01-28,KTM,114348
2023-01-29,Bus,135954
2023-01-29,LRT,186395
2023-01-29,MRT,116054
2023-01-29,Monorail,26192
2023-01-29,KTM,95837
2023-01-30,Bus,206950
2023-01-30,LRT,294341
2023-01-30,MRT,199608
2023-01-30,Monorail,42273
2023-01-30,KTM,150601
2023-01-31,Bus,206391
2023-01-31,LRT,312940
2023-01-31,MRT,205031
2023-01-31,Monorail,43455
2023-01-31,KTM,158868
2023-02-01,Bus,202502
2023-02-01,LRT,296162
2023-02-01,MRT,203345
2023-02-01,Monorail,44522
2023-02-01,KTM,160606
2023-02-02,Bus,203212
2023-02-02,LRT,299607
2023-02-02,MRT,184019
2023-02-02,Monorail,42511
2023-02-02,KTM,154398
2023-02-03,Bus,296946
2023-02-03,LRT,424228
2023-02-03,MRT,288860
2023-02-03,Monorail,63863
2023-02-03,KTM,218093
2023-02-04,Bus,207568
2023-02-04,LRT,295277
2023-02-04,MRT,214151
2023-02-04,Monorail,44673
2023-02-04,KTM,155754
2023-02-05,Bus,189497
2023-02-05,LRT,261928
2023-02-05,MRT,194280
2023-02-05,Monorail,38616
2023-02-05,KTM,133887
2023-02-06,Bus,294112
2023-02-06,LRT,434789
2023-02-06,MRT,285483
2023-02-06,Monorail,65829
2023-02-06,KTM,218259
2023-02-07,Bus,302464
2023-02-07,LRT,440873
2023-02-07,MRT,270527
2023-02-07,Monorail,64412
2023-02-07,KTM,232534
2023-02-08,Bus,291292
2023-02-08,LRT,429290
2023-02-08,MRT,278393
2023-02-08,Monorail,64513
2023-02-08,KTM,217210
2023-02-09,Bus,300457
2023-02-09,LRT,415534
2023-02-09,MRT,296225
2023-02-09,Monorail,59735
2023-02-09,KTM,223235
2023-02-10,Bus,303787
2023-02-10,LRT,413971
2023-02-10,MRT,283264
2023-02-10,Monorail,65615
2023-02-10,KTM,217849
2023-02-11,Bus,220267
2023-02-11,LRT,309220
2023-02-11,MRT,211338
2023-02-11,Monorail,44040
2023-02-11,KTM,162248
2023-02-12,Bus,189326
2023-02-12,LRT,275942
2023-02-12,MRT,168597
2023-02-12,Monorail,37648
