date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_lrt_kj,rail_monorail,rail_mrt_kajang,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter,rail_komuter_utara,rail_tebrau
2022-09-24,81931,10134,55555,70407,147140,29099,127671,18597,8710,4006,89180,9924,3664
2022-09-25,81257,7963,48235,58611,136337,27895,100441,17977,4786,3115,70478,9690,1693
2022-09-26,123087,12458,81895,98344,216525,42620,171699,24356,11150,3239,122966,16824,1982
2022-09-27,126570,12977,73676,97774,211941,44022,173692,27487,10065,5142,127803,17700,2439
2022-09-28,119806,14218,84526,97730,217886,45121,178133,21763,10303,2412,118639,14368,4232
2022-09-29,130995,12372,85928,96851,202068,45710,171274,23916,10015,3917,131869,16396,4211
2022-09-30,130676,12039,71216,93713,214958,43999,170690,26350,11833,3010,127634,16198,2963
2022-10-01,95352,10661,57195,71863,151951,33312,124160,22299,7431,2162,92922,11897,1414
2022-10-02,71533,8788,47457,58819,156179,26591,101701,15909,5996,4813,78735,10384,2921
2022-10-03,130273,11936,79146,95897,217442,45012,179014,23553,10009,2697,122024,16436,4577
2022-10-04,128414,12331,78746,98728,211723,46245,176901,29587,10131,3420,124103,18196,1173
2022-10-05,119366,12564,82310,102257,205776,45197,177957,25535,9319,4894,128772,18022,2526
2022-10-06,126601,12769,79706,100354,226687,43843,174884,27217,9997,3811,124227,19137,4064
2022-10-07,128433,10726,77464,97851,213977,44267,174205,25230,10655,4506,128121,16497,2868
2022-10-08,93854,7053,57191,69819,149971,33836,133744,18995,8030,4705,87589,11388,1466
2022-10-09,79496,6603,51174,64180,137104,26008,115289,14992,7866,3415,81045,9057,1934
2022-10-10,128317,11214,76819,91367,222093,43280,184589,30729,10810,3822,129873,15899,3201
2022-10-11,133752,11605,75542,102819,222099,45778,178155,28605,10024,4196,120146,17426,1545
2022-10-12,132706,13137,86010,93350,217470,44141,184409,29851,9436,4934,127937,17626,2895
2022-10-13,114227,12186,78514,95048,218684,42547,173422,24673,10888,5052,120784,17399,3202
2022-10-14,125866,12630,80010,98325,219385,47059,174882,22611,10439,4375,119320,15761,2254
2022-10-15,90972,7470,56788,79901,159369,30590,134400,18419,7521,3534,89364,11133,1153
2022-10-16,71087,7144,51484,68162,138370,27554,114639,21577,6852,3102,92060,12698,1141
2022-10-17,127981,13120,85637,102874,226492,43996,174663,25885,11164,4258,131567,15587,1728
2022-10-18,133301,13138,82275,101693,218595,44541,170041,28766,10895,3693,134460,18364,3747
2022-10-19,122800,11572,76322,93848,211977,43633,175445,24574,10415,5188,130981,17131,1718
2022-10-20,129341,12638,76762,101119,217340,46221,172551,25041,9724,4692,129236,15743,3018
2022-10-21,123754,15077,79640,98672,224454,45288,187790,26643,9940,2069,132466,15199,2396
2022-10-22,89112,8952,57437,69593,143670,34076,132279,23673,8590,2236,89598,11154,1243
2022-10-23,86114,6906,45227,63034,121937,27035,105077,18958,6124,2183,81859,10855,3263
2022-10-24,125726,12274,83305,99171,226206,48620,170804,22797,9151,4159,134029,15574,2672
2022-10-25,130377,12601,77909,104028,231035,42198,172610,28440,11933,5718,131952,18617,2078
2022-10-26,119896,12320,85358,94098,209618,42743,174122,24786,9614,7933,134523,16462,1974
2022-10-27,136922,12472,86358,101349,220370,48116,176719,25811,10705,1670,129797,17592,3199
2022-10-28,131311,10797,80497,98025,216667,46106,184895,28323,11218,4732,136768,17506,3741
2022-10-29,91823,7873,59773,71432,156334,33222,122129,22555,7695,3244,92055,14060,3443
2022-10-30,82456,7596,46902,63907,138838,28850,124839,19763,3885,2530,89787,9859,1569
2022-10-31,122497,12353,83190,97420,210275,46371,172416,28163,11132,5007,131989,16915,2580
2022-11-01,135325,11979,80656,102836,213550,46316,170980,28468,12258,4608,128710,15200,3001
2022-11-02,128603,12454,79037,101578,219980,44330,190559,30589,11669,4046,125199,17065,3043
2022-11-03,129256,12748,81391,100065,221375,47221,188408,24671,8456,4482,126998,18355,2006
2022-11-04,128063,13747,80956,100830,213966,47008,179130,31717,13171,5070,126421,17237,4482
2022-11-05,91258,9024,58368,73318,166594,35398,132301,18682,6327,3720,93844,15071,2088
2022-11-06,84070,8355,53827,60926,135072,31361,114514,17965,5524,2975,75430,11177,2370
2022-11-07,131792,12073,80256,102802,220004,46601,181602,27169,11710,3820,137012,16347,3341
2022-11-08,133703,13413,87546,101875,225662,44150,172772,25889,11356,7590,131749,17587,3320
2022-11-09,130826,13190,78858,100780,222673,48989,165498,29277,10953,4871,131682,15242,1764
2022-11-10,133311,13787,87353,108724,230365,44568,175933,28889,10244,5322,126178,16074,2871
2022-11-11,129206,13617,79892,104629,216847,46779,192791,28261,12357,3919,128103,15576,5406
2022-11-12,104592,9902,59670,72970,150658,32912,142366,20243,7800,3440,84737,12324,3833
2022-11-13,74327,7812,50030,64591,136787,28033,111033,20875,5027,2985,89108,10530,1963
2022-11-14,137189,13093,82051,99774,225175,47590,175897,33194,12279,2378,125519,18603,2483
2022-11-15,137799,14082,85408,101977,215307,46803,183824,31341,11168,3705,125990,17015,437
2022-11-16,127860,12048,87488,102493,214383,47278,185007,29416,12170,3689,138655,15920,2344
2022-11-17,141957,12088,86683,99287,226767,45197,186198,25566,11580,3842,134115,19088,2811
2022-11-18,136492,13067,82196,105217,219702,46269,166755,30284,13604,3327,133029,13565,2549
2022-11-19,99521,9757,60602,73032,151317,32316,151415,22309,7553,3300,97028,12434,1816
2022-11-20,82115,7000,49543,63237,147612,28598,120544,19654,6824,4350,86641,10944,2491
2022-11-21,131386,12800,80763,102115,221348,46495,181909,26887,11786,4669,133328,17225,1801
2022-11-22,131554,12790,80404,114804,235381,49681,178827,31045,10664,3222,125982,17870,3214
2022-11-23,134408,10272,82518,101990,226920,46365,189712,32580,11900,3393,136478,17409,2793
2022-11-24,139125,12666,84571,97081,229214,43428,186813,27442,7760,4121,135199,17905,1941
2022-11-25,133730,12753,78468,98860,225524,49106,184472,30937,10953,2976,138745,16567,4774
2022-11-26,91660,9136,60368,78074,143151,34503,135415,19656,7838,3612,90472,10680,2933
2022-11-27,86311,9729,56493,69733,132323,28913,113543,18194,6701,4321,79568,10696,944
2022-11-28,137498,11531,87416,102460,226895,46322,186987,27822,10097,3920,135613,16099,3502
2022-11-29,136430,12011,82616,109564,230935,45556,189216,29127,12083,4646,129670,16484,1395
2022-11-30,136982,9892,80381,107758,214481,50219,187008,29221,10533,4092,123402,18827,2201
2022-12-01,132875,12484,86013,104831,228790,47379,187372,30929,11355,3887,135510,19380,4417
2022-12-02,130034,12599,78151,104690,220752,44568,194482,31989,11104,4799,138829,18887,3339
2022-12-03,92824,8813,64291,76772,167198,34650,123860,24268,8587,2573,96541,13778,2427
2022-12-04,75996,9443,52069,68754,142413,31346,110403,17464,8509,1956,86222,10936,2926
2022-12-05,135753,14140,90304,107377,235950,47749,186510,31141,11397,2811,137026,18787,3636
2022-12-06,134446,13221,80207,103660,238704,46109,181966,28232,12124,4680,135384,17995,2668
2022-12-07,132976,12700,87874,105568,234245,46018,184263,30337,11365,5795,136102,19972,4003
2022-12-08,121718,14381,85050,113373,237607,46187,195029,30732,10657,5402,141771,16466,1100
2022-12-09,129611,13147,84483,107318,228478,50140,186221,28834,11073,6275,131392,18442,2234
2022-12-10,102580,8517,57656,79809,188518,34272,123426,23327,7780,2586,101387,11141,2035
2022-12-11,81036,6136,54790,68053,134211,26959,113637,18831,7606,3815,78995,11780,2453
2022-12-12,137349,12688,87650,107749,227869,48479,188140,31286,11385,3419,132612,15559,2623
2022-12-13,129559,14129,90921,107281,239200,48143,188233,33562,10400,5429,141823,16200,1011
2022-12-14,142538,15960,88791,110213,238307,47253,191681,30257,11046,6470,131026,16135,859
2022-12-15,135514,13332,84300,109694,236510,46393,191379,32959,9615,5206,135585,18042,2917
2022-12-16,137634,12360,83222,108192,238226,46377,187743,34256,11112,6499,147584,18188,2467
2022-12-17,108805,8154,58140,74832,151797,36392,128470,25426,8159,2696,103300,15810,1152
2022-12-18,91583,8906,57718,68020,157095,30271,114435,19122,9034,2747,81675,10919,669
2022-12-19,135389,11213,84158,107373,232198,49005,185342,29552,12848,3662,134723,18762,3154
2022-12-20,134243,13990,90722,106634,243696,48686,187674,30174,10223,4719,136679,18030,4451
2022-12-21,135611,14324,88085,117410,218548,48873,194012,28460,11604,4985,143579,18699,3161
2022-12-22,139554,13884,87624,102487,236558,47654,192425,33202,11636,4720,133205,18049,4472
2022-12-23,136920,13116,85898,111518,230469,48129,195274,33413,11151,4172,133085,19245,2605
2022-12-24,75852,8047,50265,58377,135491,28698,105004,18138,6269,2217,80075,9050,2080
2022-12-25,71784,6643,42026,52760,115740,25252,99523,13297,5223,2575,60881,6324,2631
2022-12-26,107130,9746,67092,91750,186007,36402,152078,24478,10544,3538,104708,14404,2227
2022-12-27,148446,15647,89164,105156,227695,48345,191671,35044,10997,3443,138157,15753,3062
2022-12-28,138588,13034,86857,106130,235726,50075,194968,33548,11848,2623,138548,19607,2622
2022-12-29,146428,14395,85082,108773,235039,51798,187161,33988,8684,4069,132648,17340,3696
2022-12-30,140110,10599,89185,105937,240541,51693,178389,39249,12409,3204,140626,16757,4042
2022-12-31,104192,11243,62865,81692,178285,33935,134315,24110,9598,2487,102725,16321,2583
2023-01-01,100685,12331,67828,80042,180357,39410,150570,19219,7271,3007,101412,13605,1991
2023-01-02,164302,16501,105166,135825,276829,59726,234476,37018,13341,5581,178882,21695,1690
2023-01-03,171730,17287,102633,127329,290188,61707,233044,40604,14655,4884,171716,23154,3653
2023-01-04,174819,17302,113019,125381,314129,61266,227834,39955,14085,8747,164420,23277,3462
2023-01-05,169742,15571,112465,132375,305292,57322,219587,39547,14703,4092,179158,23784,4044
2023-01-06,162572,17318,110255,126678,261911,60918,245678,39660,13699,7433,167424,20097,3886
2023-01-07,114771,10731,75883,102819,209616,45092,167614,26922,12668,3961,123749,16729,4810
2023-01-08,97518,9378,65525,76277,188971,37137,142559,25848,7847,2716,103108,13287,1376
2023-01-09,160406,18210,112309,129377,289143,59540,230325,43738,17761,6611,174290,20780,1613
2023-01-10,170949,18004,106350,135819,286799,57013,245288,44652,15818,5212,168319,22255,2201
2023-01-11,176729,15574,105481,131599,288905,61469,242660,44650,15278,4739,168820,19487,2892
2023-01-12,170598,15551,114331,127673,296926,60601,228745,38069,12764,8250,170433,23610,5211
2023-01-13,158338,15695,107730,143281,281135,58453,245280,40477,15410,2877,168699,21811,2003
2023-01-14,122065,13054,83935,92509,221665,42787,169240,28445,11036,3878,129536,15317,1134
2023-01-15,105221,8878,62140,82638,180849,37729,142159,26692,5948,3884,99543,13613,2891
2023-01-16,182914,17201,110015,133882,283987,59335,234801,40527,12327,7757,171769,22059,4911
2023-01-17,163430,17784,115540,138009,303725,60486,231279,40238,14719,5324,172635,24042,1677
2023-01-18,169488,16585,108513,137057,278775,57126,227390,44507,14070,9460,171609,20709,1380
2023-01-19,181241,18198,107589,131576,288405,63226,243655,41184,13566,6898,177836,21800,2714
2023-01-20,174458,16302,104535,133882,288523,60682,236251,41317,15733,2683,164276,22069,4666
2023-01-21,127048,11756,82053,96519,232083,41566,176197,30607,9095,2274,127556,14541,2917
2023-01-22,107453,8979,64775,87299,176098,32877,149993,27199,8253,3971,100315,14149,1335
2023-01-23,174272,18271,108583,130593,274377,62827,242797,42915,13443,4351,170279,21371,4788
2023-01-24,176905,15691,104703,144578,289513,61964,223167,45159,15018,6640,165781,20371,3961
2023-01-25,168287,17331,114550,132620,299585,61342,232405,38132,12021,5293,171575,23287,3651
2023-01-26,177773,16733,113245,136007,302957,62670,243608,42224,13683,4296,170366,24839,1621
2023-01-27,165483,15320,109200,131122,317326,62720,229715,41224,12042,4614,182824,22611,2763
2023-01-28,88578,7881,52320,64737,158530,31057,122797,20413,6952,3790,88577,11261,3768
2023-01-29,75940,8735,51279,56540,129855,26192,96667,19387,6930,661,77242,9668,1336
2023-01-30,119090,12033,75827,92616,201725,42273,168162,31446,10785,5140,117634,15277,1765
2023-01-31,121494,10810,74087,94394,218546,43455,176843,28188,9406,5172,124918,17061,2311
2023-02-01,118420,12076,72006,92083,204079,44522,171329,32016,10535,3817,127653,15833,2768
2023-02-02,116786,11626,74800,97264,202343,42511,157415,26604,9865,2807,124773,13461,3492
2023-02-03,170956,21862,104128,132634,291594,63863,245733,43127,16192,6661,166287,24315,4638
2023-02-04,118499,12547,76522,94144,201133,44673,186342,27809,10169,3603,122500,17657,1825
2023-02-05,109172,9902,70423,82779,179149,38616,169980,24300,4901,1625,108398,14887,4076
2023-02-06,166993,18945,108174,140705,294084,65829,243486,41997,15599,8503,170807,18441,4909
2023-02-07,177432,14214,110818,137434,303439,64412,229613,40914,13783,4737,188213,22589,3212
2023-02-08,167107,17044,107141,136179,293111,64513,243575,34818,14045,3948,171622,23952,3643
2023-02-09,170650,19823,109984,130490,285044,59735,252656,43569,14880,6325,174201,23199,4630
2023-02-10,170469,16765,116553,131864,282107,65615,239210,44054,12515,5854,171251,22956,5273
2023-02-11,132651,9681,77935,93039,216181,44040,181380,29958,10505,6290,127086,17663,704
2023-02-12,109830,9940,69556,90658,185284,37648,143013,25584,9688,3178,116086,14274,2469
2023-02-13,173167,19091,104641,139470,292734,57276,244064,41362,14964,5460,175637,24508,3789
2023-02-14,177230,17535,115502,133520,293787,62170,222358,38079,13676,6417,173920,22963,3064
2023-02-15,162957,15781,108612,134919,302105,59469,234319,37877,15834,6238,169310,22861,3060
2023-02-16,174502,16017,114031,133889,311802,62425,241727,44491,13160,6284,182113,24094,5263
2023-02-17,185916,16213,110015,133729,291514,59410,239176,45206,13673,6345,174739,22174,4565
2023-02-18,126734,12794,81716,101136,216199,47945,164388,32168,10277,4529,125444,14762,5613
2023-02-19,108957,12519,70921,84177,194640,39371,146412,27402,9413,3149,96013,14145,1617
2023-02-20,178289,18596,109110,146940,292212,66257,245012,44685,14111,7115,175218,23708,4036
2023-02-21,180336,17740,114582,143425,299614,59861,242005,44579,16218,5509,173825,24227,4272
2023-02-22,164465,15151,108197,143780,299615,64920,243303,40886,14969,7085,166041,24252,5067
2023-02-23,166330,15169,113642,141101,287793,58428,248606,43465,14683,7877,181791,22768,5693
2023-02-24,176916,17889,109639,136437,301984,62391,240549,42229,14942,5093,173450,22630,3989
2023-02-25,122676,10372,81196,102227,216727,43428,185602,30273,11502,7575,137630,15602,1305
2023-02-26,116368,10296,67301,84329,191740,37610,143404,29564,9383,2768,117379,14584,1438
2023-02-27,174365,17590,111400,145646,289781,61103,258414,47082,12177,5068,172781,20471,4063
2023-02-28,165526,15503,107545,140403,301288,60367,252338,37338,16100,6753,184491,22982,5388
2023-03-01,167636,15515,111168,138546,311558,59139,238920,42209,14660,6566,184249,27017,1885
2023-03-02,159555,16879,110528,138045,318323,60772,239584,42135,15432,6071,172319,20502,2261
2023-03-03,173572,17759,108556,145149,310975,61899,243530,45864,13969,7082,169800,23007,4865
2023-03-04,124940,13811,79375,92881,204201,46701,178890,27346,7993,4648,114498,16972,1022
2023-03-05,106203,11453,69026,93399,189793,38860,158564,19231,5935,6499,111074,14895,867
2023-03-06,181150,17165,108490,137018,294854,64060,232132,45180,13268,5917,170448,21363,5384
2023-03-07,181913,15982,110258,131792,302278,58939,245876,45590,15250,4838,178231,23600,3553
2023-03-08,174445,15519,107260,134716,292469,61012,226477,38777,16312,5251,172902,22038,3452
2023-03-09,163683,16343,119025,130884,283743,63278,241448,42980,14976,6635,171825,20711,5704
2023-03-10,178996,17693,114593,140985,296845,62595,254061,47170,13156,6658,173134,24293,2423
2023-03-11,129559,12806,80841,94999,223018,42931,164166,28551,9442,4603,119755,17469,1073
2023-03-12,110689,7556,72921,86473,188984,40256,138549,27192,10884,2578,106273,12742,4594
2023-03-13,181289,15980,104160,143296,304387,60988,245015,44773,12830,7508,172442,22086,4180
2023-03-14,169512,18885,102196,135509,302776,60540,254064,39986,17444,8630,176542,22043,4784
2023-03-15,187146,17256,109789,137335,304704,63036,246060,42196,17147,6057,177287,20459,3449
2023-03-16,170821,15087,106423,132899,306032,62129,229119,39430,17503,8465,170849,24079,3726
2023-03-17,180352,20585,110464,136945,298576,61127,230930,43296,15142,7193,182988,24146,2922
2023-03-18,117600,12317,80884,111060,217728,43680,176369,29528,10076,7334,126526,16030,3219
2023-03-19,104207,11206,72277,89416,203372,36480,142277,27680,9559,4376,118104,14198,3525
2023-03-20,184833,17762,107467,137672,302924,61459,245183,45443,15875,6216,178457,23150,4142
2023-03-21,175083,16653,112885,136222,302114,64403,245742,47376,13776,7171,177579,23354,5311
2023-03-22,181243,16137,111587,138756,302810,62761,240598,49783,13174,5451,174545,20976,4775
2023-03-23,177981,20289,112795,139564,299902,64179,258328,44519,14283,6589,180755,23739,2467
2023-03-24,176161,18669,109811,137230,297967,63341,249059,43256,13630,7838,177599,21252,3688
2023-03-25,134844,13591,85232,102463,219554,43704,185407,30811,12243,5458,132551,17600,2192
2023-03-26,108355,11516,68899,82131,182654,35461,158774,24955,8272,3707,118985,12683,3427
2023-03-27,167094,15769,117947,135040,301045,60597,243669,45306,14818,6319,173578,21091,4511
2023-03-28,172561,19093,109031,140869,295056,61117,243415,42994,16021,7073,181079,23008,4062
2023-03-29,180110,16014,114423,134222,303650,60988,242709,45571,16427,7031,180982,22982,5259
2023-03-30,179307,17658,111657,142523,308250,64381,250277,41987,14986,7067,180336,23221,1374
2023-03-31,168512,14866,110757,139334,300822,64380,240169,43198,15227,6515,175445,21733,3079
2023-04-01,122374,9336,82027,91479,197024,48885,188057,32746,9119,3207,124567,16762,2078
2023-04-02,105642,11063,67708,86122,191637,36904,144912,26981,10418,2823,106031,14621,2732
2023-04-03,173607,15923,101627,130847,301314,65057,244642,39263,16286,6626,172944,24619,4606
2023-04-04,168068,14211,100257,141231,290873,65061,241315,44067,12059,7128,171680,23154,3859
2023-04-05,172247,17896,115425,137169,307645,61521,239682,42141,16968,6954,175809,21984,2086
2023-04-06,171736,20199,115305,146337,287197,62913,259809,47139,13646,5097,172226,20868,4412
2023-04-07,180072,19140,117626,142978,310362,64424,239889,46653,15398,5806,178892,20599,4036
2023-04-08,131083,11953,79902,94997,215854,44538,172847,26163,10615,2743,127406,16972,799
2023-04-09,108241,10631,64358,77004,164940,38194,145799,29472,8971,1849,110400,15390,1998
2023-04-10,173751,18421,109641,135121,302360,60821,243717,45315,14325,6123,175069,21573,4371
2023-04-11,176726,18765,111168,133120,296894,57454,242675,40669,13267,7848,177003,23296,6098
2023-04-12,171469,16635,107631,146399,295524,62204,234931,46612,15317,6150,175279,22656,2397
2023-04-13,169672,17188,116923,138435,293865,60693,240288,41253,14226,8593,181008,23998,4935
2023-04-14,170842,17578,119004,142562,299681,59990,248236,47352,12847,5796,174254,24224,2415
2023-04-15,123258,13149,81734,98496,212082,45532,183254,30442,9127,4375,129333,13109,1070
2023-04-16,102743,10437,68915,85113,169054,35675,151240,23832,7319,2394,102340,15765,763
2023-04-17,177007,16973,106706,138415,313025,63684,244121,49896,13912,5551,180732,23312,4687
2023-04-18,180165,19157,116641,143386,298728,63062,240935,40762,15277,4414,173696,22139,4046
2023-04-19,167373,18911,111518,139942,294150,61345,239877,42647,13663,3935,171754,22183,3446
2023-04-20,176303,17847,110252,133999,290430,62007,236708,43170,15941,4438,170513,22988,4489
2023-04-21,174961,19655,112950,145667,308401,59814,231853,43588,14465,6137,170087,22187,3927
2023-04-22,128744,11790,78074,98532,204549,46204,170146,33974,10141,3342,124666,15114,2937
2023-04-23,109172,12998,69509,83967,187982,38894,158067,27915,9092,3059,117976,13164,1991
2023-04-24,168170,17946,106251,126324,295652,62656,240556,47333,16512,6577,173306,21386,2485
2023-04-25,169233,21917,115088,141397,296213,63126,241164,45782,12777,3933,164621,24967,6156
2023-04-26,176380,15423,110930,139080,290756,60897,241020,40700,16865,6133,178915,23031,5763
2023-04-27,181907,16155,115343,139077,295327,59188,253341,46287,15925,7169,170704,26327,6019
2023-04-28,163977,17768,110594,136890,301272,64017,236718,45526,14600,7285,181411,23504,3144
2023-04-29,128789,12932,79657,97320,219078,46091,177668,30817,12130,5034,125022,17406,1868
2023-04-30,115831,13475,64769,84348,179308,37488,150640,33083,8635,3664,108147,12635,1841
2023-05-01,142766,13171,92782,114521,244492,51250,198919,37904,12226,4213,149454,18413,4342
2023-05-02,145948,15048,88094,115144,252071,52606,200017,38609,11310,4813,146810,18770,3152
2023-05-03,140259,15354,89205,112034,232290,52412,198833,38703,12978,6734,138319,17896,2551
2023-05-04,174264,18057,110482,141751,298915,60592,248093,43732,13567,6348,169487,22082,4335
2023-05-05,165949,15633,110893,137269,289967,58786,241785,46391,14451,5835,165677,23408,2849
2023-05-06,112964,14309,73574,96880,205280,41844,187577,33070,11371,5066,140852,17058,937
2023-05-07,113638,12346,67673,86168,187785,37632,150360,26419,10416,3773,104050,12114,2557
2023-05-08,169416,17898,113216,131662,293717,64523,228911,41827,13408,6282,182019,23197,3146
2023-05-09,172324,17322,109106,138572,287337,60244,246798,44965,15532,5644,172553,23598,3824
2023-05-10,167156,17351,109629,130834,311314,60494,244885,46395,13187,5416,169493,21880,217
2023-05-11,167003,16905,110966,133054,307456,60446,242103,44991,11608,7320,175582,21725,2637
2023-05-12,173813,17950,109944,128724,280459,60604,239834,44517,13499,3341,173625,23422,3780
2023-05-13,121785,12296,75866,98227,201112,44353,157908,32464,11572,4947,130747,12525,718
2023-05-14,110417,9313,68290,92229,190757,35709,134989,27192,8976,3059,113258,14110,379
2023-05-15,177193,15484,113803,136931,295885,63726,254309,48910,13780,3400,172080,25200,3891
2023-05-16,176435,15912,106641,140216,312705,61318,237184,45733,14575,4655,167332,18850,4785
2023-05-17,175948,17326,108984,147623,304294,66423,249005,43861,14527,5921,168647,23975,2634
2023-05-18,183318,16961,105446,139122,301242,59289,229308,40577,15334,6105,162590,23553,3483
2023-05-19,168657,17310,113535,134008,288695,64665,233514,44623,12316,6966,173699,20574,3513
2023-05-20,125352,12964,79039,96131,219412,47030,179051,31055,10293,5386,126068,17144,652
2023-05-21,114443,9621,65356,85115,172843,37351,148896,26460,9149,1610,102249,15590,3976
2023-05-22,181437,19118,110498,134493,310490,60754,245477,47528,12639,6473,168094,20952,3586
2023-05-23,166543,16592,105947,134787,302075,59713,241203,45388,12617,6945,174977,21650,3600
2023-05-24,172635,16347,106514,141467,290219,59721,239661,41000,13983,6256,171517,22745,4335
2023-05-25,181827,17675,104997,141610,305544,61478,235987,46770,14483,6637,173799,24167,1725
2023-05-26,177083,14297,106342,129947,319045,61504,231993,41285,14484,3348,172897,21883,5072
2023-05-27,126523,11064,83967,95135,212348,41118,184296,34318,9663,2951,127301,16272,4175
2023-05-28,106788,11942,65645,82945,189777,42559,161408,26881,8159,5536,105264,13066,2563
2023-05-29,172009,14427,111606,139606,293539,60908,232984,45504,13922,5575,172080,22713,4451
2023-05-30,175675,18576,107026,141933,298342,61524,232415,45240,14855,8952,164299,24239,3385
2023-05-31,172635,19144,112566,148674,283205,60157,238131,44947,16128,4223,174412,22822,4990
2023-06-01,173278,16357,106005,134488,296560,60675,242680,45734,11407,8042,174665,22059,2702
2023-06-02,173895,17314,109691,134664,296885,60479,238612,45429,15241,5105,173133,22539,3768
2023-06-03,121103,13785,79039,100789,230395,44028,176569,37246,10215,5432,135937,15058,2780
2023-06-04,110420,9786,76009,81592,166735,37877,148331,28616,9632,3275,108789,12504,2310
2023-06-05,189407,18136,111651,135728,293536,62688,238896,45883,15987,6080,173084,24372,5251
2023-06-06,163412,15891,107343,134491,308265,61541,258154,43504,13362,6726,176666,25016,6761
2023-06-07,174971,16167,111768,124846,293708,62451,235595,46243,15652,5092,185563,19865,3657
2023-06-08,168917,15693,116805,136740,294272,61038,252077,42744,12679,6999,175180,23417,4439
2023-06-09,176252,17349,103610,135363,287914,61487,250517,48190,14539,5557,161377,23825,2720
2023-06-10,124817,13813,75727,103528,204080,43460,176198,28924,10013,4498,127430,14403,4130
2023-06-11,111433,10172,66891,84381,166005,39771,133618,26000,8964,94,102749,13255,1658
2023-06-12,179374,14983,107728,130553,289526,61600,239430,41276,13016,5454,162862,21647,8045
2023-06-13,173876,15251,107982,134839,286015,60640,235167,46409,14936,7613,182889,25355,1542
2023-06-14,179007,17394,104549,126815,296371,60559,239170,44312,16482,6843,181626,24974,6695
2023-06-15,159721,19497,113966,130593,287701,60690,230795,47097,13024,7100,168315,21105,5133
2023-06-16,181411,17380,104054,138573,290501,60939,244622,42953,14586,5973,168286,20290,2278
2023-06-17,126311,11534,77767,96669,208069,43707,179432,34018,11469,6510,125598,17338,5861
2023-06-18,112900,11527,71194,88150,182325,36627,156916,29605,8477,4045,102434,14742,1097
2023-06-19,165674,16440,108790,127096,289698,62301,235637,45952,16150,5003,172324,24319,3365
2023-06-20,167758,16231,105433,134544,284543,62400,230363,45509,13728,7046,169047,20855,2037
2023-06-21,173090,15380,104101,133477,295271,64240,241063,45784,14145,7135,170715,23520,3588
2023-06-22,172120,18818,107964,139650,304432,59561,251712,43174,12956,6737,165074,21329,3713
2023-06-23,173711,13067,106080,138364,295440,62013,238714,42772,14462,5341,177389,23352,4903
2023-06-24,129891,13224,78966,100270,205995,39973,174883,34097,10289,4615,131047,16078,6014
2023-06-25,96884,9709,62460,90609,181109,39229,145757,27275,9712,5526,106493,16738,1651
2023-06-26,177321,16144,111431,133672,274491,57799,234043,46620,13415,6522,172389,23061,62
2023-06-27,171913,19197,108951,141026,292432,58696,242833,49373,13347,3880,176011,21910,4652
2023-06-28,170670,15688,109166,130620,289846,61238,236889,44361,14886,5024,172460,22579,3032
2023-06-29,163592,15731,113491,130405,284688,59353,240689,44013,16142,4959,181977,22212,6229
2023-06-30,174437,16524,106885,138326,286281,59062,241387,44710,15099,4849,165001,20622,3725
2023-07-01,110531,12664,75704,90917,207852,42745,174058,32968,12778,1384,129127,19019,1697
2023-07-02,110214,9739,65432,86383,191626,39029,151801,29846,9602,6197,106400,16284,976
2023-07-03,163662,14449,107903,135694,304146,58812,231334,45600,14973,4694,166342,22122,4619
2023-07-04,172136,15472,108213,139860,284934,60500,230769,50875,15183,4789,184965,23427,3405
2023-07-05,171111,18589,105585,134883,288688,59842,237337,46740,16269,3250,185660,25445,5756
2023-07-06,178165,16827,101377,135330,288808,62155,237423,47648,15925,7039,171197,24214,3489
2023-07-07,170640,17368,106438,137246,300992,62184,233471,45612,12783,5744,174748,21889,5681
2023-07-08,119684,11647,79270,94299,212494,39985,172750,35442,11335,3749,121376,15953,851
2023-07-09,103521,9393,67627,80578,182599,39536,154057,27833,9185,3232,105004,11269,0
2023-07-10,178455,19131,112452,136928,298048,59265,246259,44118,13969,6653,165783,23484,4886
2023-07-11,174312,16410,115048,134682,287225,60892,247882,48000,11831,5209,164892,24177,3138
2023-07-12,169145,16032,110827,132982,305630,58576,226923,45602,12140,3170,182163,24179,3408
2023-07-13,169900,18265,112959,134339,292606,61106,227988,46367,13721,4109,171643,23347,2396
2023-07-14,162474,15612,110765,141581,284416,65333,234574,48217,12230,4036,172069,22815,2295
2023-07-15,125318,11128,83763,94978,208349,43688,171034,33302,9761,4582,119140,14543,3565
2023-07-16,96291,10338,73424,81360,192849,36495,144868,28010,9766,4880,107478,14286,2304
2023-07-17,175090,16644,111279,127056,288137,59833,232278,44449,13406,7822,163237,21312,2325
2023-07-18,171577,17015,110382,134246,301012,57397,234084,48451,14297,3634,167221,23038,4822
2023-07-19,183997,19674,107156,137235,286015,63064,240017,44951,12735,6676,164789,21096,5339
2023-07-20,164650,17113,107687,137963,284576,60825,226057,45686,14577,5006,178557,23011,3605
2023-07-21,170099,13158,106610,134745,297932,58146,254064,46541,14854,9781,162147,24209,5105
2023-07-22,132776,12435,79748,100798,201684,41340,170114,33706,8276,6067,116755,16561,1347
